,category,item,quantity,price,payment_method,card_type,shopping_mall,city,province_state,country,gender,age,days_since_last_purchase,tenure,discount_used,purchase_frequency,avg_purchase_value,recency,purchase_per_tenure,discount_ratio
5905,0,0,-1.3290688862364683,-0.9035923175651688,1,0,9,14,5,3,0,34.0,-1.6151129199788679,1.5089491737450216,0.9882688056694595,1.486110600621965,-1.4223079773263902,1.5538194058677692,-0.17722932079378773,1.515139471335036
9529,3,6,-1.3290688862364683,0.9602508607537773,5,3,3,3,29,3,1,34.0,1.6733346649863636,-0.20990667642245178,0.9882688056694595,-0.5023824954011133,-0.6318665389331085,0.5149895250945271,-0.44403536350996836,-0.24015171027504392
6384,0,5,-0.4373157419554242,-0.043419900986300025,1,0,28,43,2,3,1,52.0,1.5989008542993968,0.13386449361104288,0.9882688056694595,1.3489731457238217,-0.9325726149544937,1.451825199391851,0.2747074454397429,0.06353705080366855
7824,1,9,-0.4373157419554242,-1.0564936881927816,7,3,32,19,26,3,2,20.0,-0.9070374388284901,1.5089491737450216,-1.0118704488730614,-1.2566384973409017,1.1400812162218512,-1.4625648115774446,-0.9395322999828752,-0.6236283535923591
9779,3,10,-1.3290688862364683,0.1973793163924803,1,0,56,25,7,2,1,50.0,0.5969072488979188,1.165178003711527,0.9882688056694595,0.45757968888589,-1.5161557886337178,-0.2669660578875133,-0.4021086996545685,-0.04617843393183167
4629,3,6,-1.3290688862364683,-0.3332783816680576,6,2,22,49,20,3,0,61.0,-1.6990895269077537,1.165178003711527,0.9882688056694595,1.486110600621965,1.4141140175261202,-1.0168123536456535,-0.08765872073906984,0.2673012798780239
8560,3,7,1.3461905466066642,2.4741379608448186,0,1,36,34,9,3,2,46.0,-1.2639380182762547,-0.5536778464559464,0.9882688056694595,-0.570951222850185,-0.601051887352019,-1.3057959386607554,-0.36018203579916874,-0.3935340833798201
9291,0,2,1.3461905466066642,-0.9665517054706565,6,2,45,32,20,3,2,70.0,-0.5100571151646665,-0.20990667642245178,0.9882688056694595,1.6232480555201083,-1.2171343404892034,0.8587477765503999,0.6390701194211935,1.9063155343265077
6874,1,1,0.45443740232561997,0.37113087392385824,0,3,6,32,20,3,0,21.0,-0.9203973535671764,-1.5849913565564304,-1.0118704488730614,0.8004233261312483,-0.6230924354077413,0.15234345762459534,2.805281085283518,-0.6236283535923591
6521,3,3,-1.3290688862364683,0.1847056733725444,4,2,8,7,15,3,0,37.0,-0.38218364552295403,1.165178003711527,-1.0118704488730614,-0.5023824954011133,-1.271393396690074,-0.6522775045743158,-0.6955953466423673,-0.6236283535923591
8979,1,4,1.3461905466066642,-0.0025371815671522647,8,1,49,28,11,2,0,41.0,-1.5712160572660412,-0.20990667642245178,0.9882688056694595,-0.2966763130538983,-1.3475526152902615,0.47532511146500334,-0.3392187038714688,0.0420631319162927
6647,0,0,-1.3290688862364683,-0.179559356652062,2,2,13,46,9,3,0,50.0,-1.0768992119346454,1.165178003711527,-1.0118704488730614,1.6232480555201083,0.9483846023996282,0.5924295707521687,-0.045732056883669985,-0.6236283535923591
9825,0,0,1.3461905466066642,-0.38151999058265196,4,2,40,27,4,3,0,56.0,1.1351209569421412,0.4776356636445376,-1.0118704488730614,-0.43381376795204163,1.0116283406104754,-0.5918364933293272,-0.5750561880580928,-0.6236283535923591
210,3,6,0.45443740232561997,1.9189506311327922,6,2,55,27,4,3,2,64.0,-1.0100996382412135,-1.5849913565564304,-1.0118704488730614,-0.36524504050296996,0.5562874640580184,1.4744905786087217,1.0233978714290253,-0.6236283535923591
5278,0,2,0.45443740232561997,-0.22125973045959282,3,1,0,28,11,2,1,33.0,-1.2486695442891844,-0.5536778464559464,-1.0118704488730614,1.6918167829691801,-1.3395506328751268,0.3317777097581553,1.0233978714290253,-0.6236283535923591
1919,0,2,-0.4373157419554242,-0.8811068218846375,8,2,50,6,9,3,0,36.0,-1.393720047166351,-0.20990667642245178,-1.0118704488730614,0.9375607810293917,-0.46298259427684035,0.2354498480864547,0.2896812539595285,-0.6236283535923591
718,2,8,0.45443740232561997,-0.8753832411659568,3,1,52,29,28,3,0,30.0,-0.18751060218780974,0.4776356636445376,0.9882688056694595,-0.570951222850185,1.6414685880754354,-0.9601489056034767,-0.6274645178773426,1.3765714150721344
4868,0,2,-1.3290688862364683,-0.8128326804546608,5,3,16,1,10,3,1,68.0,0.3945999685692394,-1.5849913565564304,-1.0118704488730614,0.38901096143681835,0.05798857664536344,-0.6654989757841571,2.1763811274525207,-0.6236283535923591
7834,1,4,-1.3290688862364683,-0.3312342456971002,9,0,49,28,11,2,1,39.0,0.1942012474889438,-0.5536778464559464,-1.0118704488730614,-0.7080886777483283,-1.1905312586002899,-0.9563713424006649,-0.44403536350996836,-0.6236283535923591
1298,3,6,-1.3290688862364683,-0.7960707654928102,9,2,15,47,8,2,2,55.0,-0.8020666801673829,1.165178003711527,0.9882688056694595,0.3204422339877467,1.6913756889277243,-0.9488162159950413,-0.44403536350996836,1.0683595365011165
9193,0,2,-1.3290688862364683,-0.7245260065093017,3,1,48,4,0,3,0,63.0,1.1790178196549679,0.13386449361104288,0.9882688056694595,-0.5023824954011133,0.3847361919300386,0.4791026746678151,-0.5338782146286822,0.8618756587003088
4617,1,1,1.3461905466066642,0.06042220633833525,8,2,32,19,26,3,0,23.0,-1.1475159041248448,0.13386449361104288,-1.0118704488730614,1.0061295084784634,-0.6157923812746359,0.39410750260454985,0.12496936024188639,-0.6236283535923591
3128,1,4,1.3461905466066642,0.1532259794198008,3,1,51,28,7,2,1,45.0,1.7076887314572715,-1.2412201865229358,0.9882688056694595,0.8004233261312483,-0.5147147086624054,-0.3028529083142253,1.5125422830753568,-0.028763021666169297
9795,0,0,0.45443740232561997,-0.7555968732678539,5,3,37,23,26,3,2,54.0,0.9690763023327534,0.8214068336780322,-1.0118704488730614,-1.1880697698918299,-1.5693619524115447,1.0268493390755247,-0.8865945930947442,-0.6236283535923591
3979,2,11,-0.4373157419554242,-0.9179012693618706,7,3,46,40,26,3,1,23.0,-1.122704633895856,-1.5849913565564304,-1.0118704488730614,0.251873506538675,1.0124004617207074,0.7246442828505815,1.9667478081755214,-0.6236283535923591
9924,3,10,0.45443740232561997,0.7026897284131466,0,3,44,39,3,2,2,56.0,0.012888118892485867,-0.8974490164894412,0.9882688056694595,-0.8452261326464716,0.13569203746601546,-0.8336005383092817,-0.3916270336907186,-0.19109784524156
8317,1,4,1.3461905466066642,0.18184388301320403,3,1,1,30,9,3,1,61.0,-0.6054850775838548,0.13386449361104288,0.9882688056694595,-1.4623446796881168,-0.8633624863463971,-0.8014912510853816,-0.9531448531826805,-0.040168273168451736
4393,1,4,-0.4373157419554242,0.018313005336613154,8,2,50,6,9,3,1,68.0,1.2668115450806212,-0.20990667642245178,0.9882688056694595,-1.4623446796881168,0.380875586378877,-0.325518287531096,-0.9331797751562996,0.03162010953519717
1287,0,5,-1.3290688862364683,-0.8688420060588933,3,1,8,7,15,3,1,64.0,-0.2657615313715442,0.13386449361104288,-1.0118704488730614,-0.570951222850185,-0.46347394407426107,1.3970505329510798,-0.5638258316682536,-0.6236283535923591
4355,2,8,1.3461905466066642,-0.7674528618994069,4,2,19,21,27,2,2,23.0,-0.9604770977832356,0.4776356636445376,0.9882688056694595,0.18330477908960335,-0.5378081491411719,0.8908570637743002,-0.3392187038714688,0.979240535518014
7013,2,8,1.3461905466066642,-0.7874853944147892,6,2,33,22,4,3,0,59.0,-0.19896195767811234,-0.8974490164894412,0.9882688056694595,0.18330477908960335,-1.5978602406619375,0.27133669851316666,0.39449791359802805,1.0406003601792704
3885,0,0,1.3461905466066642,-0.8210092243384903,1,0,54,0,14,3,2,45.0,0.05296786310854498,0.4776356636445376,-1.0118704488730614,-1.6680508620353316,0.23592739613981034,-1.1905802609749958,-1.0467311564313408,-0.6236283535923591
5749,1,4,0.45443740232561997,0.08536066518401536,8,0,58,25,7,2,2,24.0,0.701878007559026,-0.20990667642245178,0.9882688056694595,0.8004233261312483,-0.038737140618284746,0.643426673990128,0.21980348086719553,0.00015283341428389037
9169,1,9,-0.4373157419554242,0.3167568570963918,9,0,20,12,26,3,2,45.0,0.05296786310854498,0.4776356636445376,-1.0118704488730614,-1.6680508620353316,0.23592739613981034,-1.1905802609749958,-1.0467311564313408,-0.6236283535923591
2407,0,5,-0.4373157419554242,-0.3631227668440355,6,2,29,11,4,3,2,59.0,-0.5978508405903198,0.13386449361104288,-1.0118704488730614,-1.3252072247899733,-1.5086451560160037,-1.1641373185553132,-0.893249619103538,-0.6236283535923591
2013,0,5,0.45443740232561997,-0.682007978313388,0,2,24,1,10,3,2,69.0,-0.742901343467486,0.8214068336780322,0.9882688056694595,0.251873506538675,-0.5418091403487395,-0.5653935509096447,-0.397450181448413,0.7614254524074364
5153,3,3,1.3461905466066642,0.7439812750264857,2,3,47,16,21,3,1,42.0,-0.1836934836910422,0.4776356636445376,-1.0118704488730614,-0.2966763130538983,0.11954768697933969,1.1949509016006492,-0.5226478582388431,-0.6236283535923591
8551,3,3,-0.4373157419554242,0.6462715756147226,5,3,13,46,9,3,1,27.0,0.19992692523409508,1.165178003711527,0.9882688056694595,-0.43381376795204163,-0.031015929515961636,0.45643729545094436,-0.6746320147146674,-0.17862882285751772
4376,3,3,0.45443740232561997,0.7799580681153359,0,2,24,1,10,3,2,43.0,-0.04436865855902716,0.13386449361104288,-1.0118704488730614,1.0061295084784634,-1.0036779499240696,-0.8789312967430232,0.12496936024188639,-0.6236283535923591
8822,1,4,1.3461905466066642,0.11929332230190792,2,2,25,31,18,3,2,63.0,-1.6666440196852297,0.13386449361104288,-1.0118704488730614,-0.5023824954011133,-0.16059189037858473,1.7313648763999232,-0.5338782146286822,-0.6236283535923591
4273,0,2,-1.3290688862364683,-0.662384272992197,2,2,43,9,14,3,0,19.0,0.37360581683701793,1.165178003711527,-1.0118704488730614,1.486110600621965,0.7421580731393972,-0.4822871604477853,-0.08765872073906984,-0.6236283535923591
5825,3,10,-0.4373157419554242,0.2865036447262224,0,2,1,30,9,3,0,46.0,-0.7123643954933458,-0.8974490164894412,0.9882688056694595,1.2118356908256784,0.2666718548926974,-1.1962466057792134,1.1806228608867746,-0.07839857278158718
6699,1,1,0.45443740232561997,0.0056393623166772575,2,3,54,0,14,3,1,26.0,-1.2085898000731254,0.8214068336780322,-1.0118704488730614,-1.0509323149936867,0.9516836653251665,-1.024367480051277,-0.8400094110331889,-0.6236283535923591
7243,3,3,1.3461905466066642,0.6127477456910214,7,3,33,22,4,3,0,59.0,-0.275304327613463,1.165178003711527,-1.0118704488730614,0.9375607810293917,-1.2552490462033985,0.5508763755212391,-0.2553653761606692,-0.6236283535923591
449,2,8,-0.4373157419554242,-0.6313134062336448,5,3,14,38,24,3,0,18.0,-1.15515014111838,0.4776356636445376,0.9882688056694595,-0.9137948600955433,0.29545091445590166,0.18634152644990143,-0.7584853424254671,0.6580881046673799
2227,1,4,1.3461905466066642,0.4246872363629419,8,2,25,31,18,3,0,35.0,-1.7353521526270452,-1.5849913565564304,0.9882688056694595,0.3204422339877467,-1.176633078616108,-1.0281450432540888,2.071564467814021,-0.12181145049985367
5756,2,11,-1.3290688862364683,-1.1492974612742468,2,3,42,45,19,3,1,28.0,1.0606871462551744,1.5089491737450216,0.9882688056694595,0.9375607810293917,-1.2936445232304055,0.4356606978354795,-0.32968991663160524,4.76931532647773
810,0,0,-0.4373157419554242,-0.608419083358922,7,3,22,49,20,3,1,51.0,0.8373857141942734,1.5089491737450216,0.9882688056694595,-1.3252072247899733,-0.4742134467893103,-0.952593779197853,-0.9585898744626026,0.616309221278238
4180,0,5,1.3461905466066642,-0.12600299421297848,3,1,6,32,20,3,0,66.0,-1.0330023492218188,0.8214068336780322,0.9882688056694595,-0.5023824954011133,0.7343666692088714,-1.058365548876583,-0.6536686827869674,0.1114347083909693
9000,3,7,1.3461905466066642,1.1622114946843674,3,1,26,20,20,3,0,49.0,-1.0654478564443428,1.165178003711527,0.9882688056694595,0.3204422339877467,-1.649101005250082,1.5292652450494926,-0.44403536350996836,-0.2714688638208786
5438,1,1,0.45443740232561997,0.09762548100975986,0,2,46,40,26,3,0,25.0,-1.645649867953008,-0.8974490164894412,-1.0118704488730614,0.8689920535803201,0.678142213818318,-0.3311846323353137,0.9185812117905259,-0.6236283535923591
7533,2,11,0.45443740232561997,-1.1795506736444161,5,3,46,40,26,3,1,29.0,-0.4260805082357807,-0.20990667642245178,-1.0118704488730614,1.6232480555201083,1.1079329009049057,0.6698696164098105,0.6390701194211935,-0.6236283535923591
6369,2,11,1.3461905466066642,-0.4771855540234577,6,2,8,7,15,3,2,63.0,-1.1322474301377747,0.13386449361104288,-1.0118704488730614,-0.8452261326464716,0.80315564084775,-0.34629488514656087,-0.6836162998265387,-0.6236283535923591
8416,2,11,-0.4373157419554242,-1.125585484011141,5,3,38,18,9,3,0,37.0,0.8793740176587164,0.4776356636445376,0.9882688056694595,1.3489731457238217,-1.4979758461291572,-0.35951635635640217,0.10625209959215429,4.078828056181783
1477,0,2,-0.4373157419554242,-0.2584630051310173,6,2,28,43,2,3,2,54.0,1.3660566259965772,0.4776356636445376,-1.0118704488730614,1.5546793280710367,0.5728529715139113,1.0079615230614656,0.18486459432102895,-0.6236283535923591
1790,2,8,-1.3290688862364683,-1.1799595008386077,6,2,0,28,11,2,0,61.0,0.0701448963439989,0.13386449361104288,-1.0118704488730614,-1.0509323149936867,1.1695622040670852,1.540597934657928,-0.7734591509452526,-0.6236283535923591
2008,2,11,0.45443740232561997,-0.5004887040923719,7,3,22,49,20,3,2,50.0,-0.2237732279071013,1.5089491737450216,-1.0118704488730614,1.2118356908256784,1.3558539701176817,0.947520511816477,-0.25345961871269646,-0.6236283535923591
682,0,5,-1.3290688862364683,-0.21390084096414624,2,2,28,43,2,3,2,54.0,0.9690763023327534,0.8214068336780322,-1.0118704488730614,-1.1880697698918299,-1.5693619524115447,1.0268493390755247,-0.8865945930947442,-0.6236283535923591
2816,1,4,-1.3290688862364683,-0.8606654621750637,5,3,3,3,29,3,2,63.0,1.1904691751452705,0.8214068336780322,-1.0118704488730614,0.18330477908960335,-1.2895733391946351,-0.7146072974207104,-0.4207427724791907,-0.6236283535923591
9431,3,10,-0.4373157419554242,2.0743049649255534,5,3,34,2,26,3,2,54.0,0.20374404373086263,1.165178003711527,0.9882688056694595,1.0061295084784634,-0.7791310925028719,0.3166674569469082,-0.23440204423296926,-0.3663562818981942
3774,2,8,0.45443740232561997,-1.136623818254311,7,3,26,20,20,3,2,30.0,-0.29057280160053317,-1.5849913565564304,-1.0118704488730614,1.5546793280710367,-1.6676319118956575,-0.036534702515994145,3.9582643413070127,-0.6236283535923591
6495,1,4,0.45443740232561997,0.29427136141586036,0,1,21,33,12,3,0,56.0,-1.6418327494562406,-0.20990667642245178,0.9882688056694595,-0.9137948600955433,0.9154641659724504,-1.0640318936808009,-0.6536686827869674,-0.08103722938765051
8878,0,2,1.3461905466066642,-0.8692508332530847,0,3,53,17,1,0,1,25.0,-0.8765004908543498,1.165178003711527,0.9882688056694595,-1.1195010424427583,0.4112690809907489,0.22222837687661343,-0.8842653339916664,1.3487908627295722
7361,3,7,-0.4373157419554242,-0.7813529865019171,6,2,42,45,19,3,1,47.0,0.9099109656328567,0.13386449361104288,-1.0118704488730614,-0.7766574051974,-1.194883213948872,-1.1660261001567191,-0.6536686827869674,-0.6236283535923591
8366,0,5,-0.4373157419554242,-0.49190333301435085,5,3,33,22,4,3,0,40.0,-0.6150278738257736,-0.8974490164894412,0.9882688056694595,-1.2566384973409017,-0.5318417587439223,0.35066552577221427,-0.7060770126062172,0.4398827565562608
7474,1,4,0.45443740232561997,-0.3651669028149929,3,1,46,40,26,3,0,62.0,1.2400917156032485,-1.2412201865229358,-1.0118704488730614,1.5546793280710367,0.6182677313612123,-0.8373781015120935,2.28119778709102,-0.6236283535923591
46,1,1,1.3461905466066642,0.5714561990776822,5,3,19,21,27,2,2,53.0,-1.737260711875429,-1.5849913565564304,0.9882688056694595,-0.6395199502992567,-1.6488202339372702,0.6037622603606042,0.6041312328750271,-0.16094096140563327
30,3,6,-1.3290688862364683,-0.8496271279318939,4,2,9,14,5,3,0,68.0,0.2896292099081322,-1.5849913565564304,0.9882688056694595,0.45757968888589,1.1256916864402493,0.6150949499690396,2.28119778709102,1.2648581301201283
8250,0,0,0.45443740232561997,-0.6006513666692839,7,3,7,4,30,2,1,29.0,-0.4260805082357807,-0.20990667642245178,-1.0118704488730614,1.6232480555201083,1.1079329009049057,0.6698696164098105,0.6390701194211935,-0.6236283535923591
6935,0,5,1.3461905466066642,-0.6730137800411756,3,1,8,7,15,3,0,45.0,-0.2600358536263929,-0.8974490164894412,0.9882688056694595,-0.15953885815575497,-1.089032429018842,-1.0659206752822068,0.1324562645017792,0.7418926423228243
1468,2,11,-1.3290688862364683,-1.1713741297605866,2,0,31,37,4,3,1,40.0,-1.5521304647822036,-1.5849913565564304,0.9882688056694595,1.28040441827475,0.20370888799466208,-1.00925722724003,3.538997702753014,5.6233298681897095
1665,2,11,1.3461905466066642,-1.17505357450831,0,0,55,27,4,3,2,60.0,1.728682883189493,1.5089491737450216,0.9882688056694595,1.2118356908256784,1.226207816426856,0.1542322392260012,-0.25345961871269646,5.792675121189827
1416,1,4,-1.3290688862364683,-1.0237875126574632,8,2,8,7,15,3,1,66.0,0.8927339323974027,-0.5536778464559464,0.9882688056694595,-1.2566384973409017,1.1232349374531463,-0.6352784701616627,-0.7794486743531669,2.410862748441381
6480,3,7,0.45443740232561997,2.5653064251495183,7,3,21,33,12,3,0,48.0,0.5052964049754979,-1.5849913565564304,-1.0118704488730614,1.4175418731728935,1.0618162127755757,-0.7013858262108691,3.7486310220300134,-0.6236283535923591
4852,3,3,-1.3290688862364683,0.8286085042241216,8,3,19,21,27,2,0,37.0,1.005338928052045,1.165178003711527,0.9882688056694595,-1.0509323149936867,1.179178621530888,0.8700804661588353,-0.8633020020639666,-0.21655540239272486
2470,3,7,1.3461905466066642,1.2550152677658326,4,2,39,36,9,3,2,51.0,-0.8726833723575823,0.4776356636445376,0.9882688056694595,0.8689920535803201,-0.8574662887773503,-1.5551151100463334,-0.07717705477521992,-0.2842063087186042
4373,3,10,0.45443740232561997,2.066946075430107,1,0,37,23,26,3,2,60.0,-1.515867839062912,1.165178003711527,0.9882688056694595,1.2118356908256784,-1.1242692287767166,-0.4464003100210733,-0.17151204844986956,-0.3657957762953747
8524,1,1,1.3461905466066642,-0.42649098194371454,1,0,11,10,22,3,2,30.0,0.8278429179523547,1.5089491737450216,0.9882688056694595,-0.6395199502992567,-1.3914933257453006,-1.5381160756336805,-0.7680141296653306,0.3612134187736538
429,2,11,1.3461905466066642,-1.1071882602725247,9,3,21,33,12,3,1,55.0,0.9633506245876021,0.4776356636445376,-1.0118704488730614,-1.393775952239045,1.5118926272128124,-1.5060067884097803,-0.9419144967928412,-0.6236283535923591
5244,0,5,1.3461905466066642,-0.4972180865388402,7,3,9,14,5,3,2,45.0,1.5206499251156622,-0.20990667642245178,0.9882688056694595,-0.36524504050296996,0.6183379241894151,0.23733862968786057,-0.3741575904176353,0.44683031657230715
2119,2,8,0.45443740232561997,-1.1623799314883743,8,3,8,7,15,3,1,57.0,0.7973059699782143,-1.5849913565564304,0.9882688056694595,-0.22810758560482663,-0.02020623397270928,0.9569644198235064,1.2330311907060245,5.244726339596857
385,0,0,-0.4373157419554242,-0.6080102561647305,1,0,57,41,4,3,0,49.0,-0.38027508627457024,1.165178003711527,0.9882688056694595,-1.2566384973409017,-0.5182243500725523,0.8285272709279056,-0.9261919978470663,0.6155879079711578
1945,0,0,0.45443740232561997,-0.6497106299722613,2,3,1,30,9,3,1,38.0,-0.18178492444265842,1.165178003711527,-1.0118704488730614,1.28040441827475,0.5262449335871608,-0.6976082630080573,-0.15054871652216953,-0.6236283535923591
4224,0,0,0.45443740232561997,-1.0691673312127172,0,2,29,11,4,3,1,19.0,-0.7982495616706153,-1.2412201865229358,-1.0118704488730614,0.8689920535803201,1.389476334826889,-1.7931015918234763,1.5824200561676895,-0.6236283535923591
473,1,4,-0.4373157419554242,-0.5659010551630084,0,3,37,23,26,3,2,30.0,-0.2657615313715442,-0.5536778464559464,-1.0118704488730614,-1.6680508620353316,0.9391893419050438,-0.30851925311844297,-1.031008657485566,-0.6236283535923591
2129,1,9,0.45443740232561997,0.4757906356368766,5,3,45,32,20,3,0,57.0,-0.4241719489873969,-1.2412201865229358,0.9882688056694595,-1.4623446796881168,0.55895479152973,1.3498309929159324,-0.7934242289716336,-0.13616548090867817
6556,3,6,0.45443740232561997,-0.027066813218640975,2,2,52,29,28,3,2,45.0,0.05296786310854498,0.4776356636445376,-1.0118704488730614,-1.6680508620353316,0.23592739613981034,-1.1905802609749958,-1.0467311564313408,-0.6236283535923591
6998,0,0,-0.4373157419554242,-0.07817021249257568,9,0,40,27,4,3,0,54.0,1.0740470609938606,-1.5849913565564304,-1.0118704488730614,-1.3252072247899733,-1.2127823851406212,-1.2529100538213904,-0.44403536350996836,-0.6236283535923591
1055,3,6,0.45443740232561997,1.6221420881497792,5,3,17,5,16,3,2,45.0,0.05296786310854498,0.4776356636445376,-1.0118704488730614,-1.6680508620353316,0.23592739613981034,-1.1905802609749958,-1.0467311564313408,-0.6236283535923591
3274,2,11,0.45443740232561997,-1.0470906627263774,2,2,42,45,19,3,1,35.0,-1.573124616514425,-1.5849913565564304,0.9882688056694595,0.1147360516405317,0.4163229646213606,1.3668300273285856,1.7571144888985222,2.6790270783885486
4961,1,9,1.3461905466066642,-0.5401449419289452,9,1,52,29,28,3,0,26.0,1.3946850147223335,1.165178003711527,0.9882688056694595,-1.1195010424427583,0.13807859362491517,1.2799460736639146,-0.8842653339916664,0.506457987854689
5363,1,9,1.3461905466066642,0.312668585154477,9,2,12,24,17,3,2,42.0,-0.43371474522931575,0.8214068336780322,-1.0118704488730614,-0.36524504050296996,-0.21288554738977325,1.4442700729862272,-0.6070835007254121,-0.6236283535923591
5816,1,9,-1.3290688862364683,-0.454291231148735,8,3,4,48,23,0,0,57.0,0.9289965581166943,-0.8974490164894412,0.9882688056694595,0.8004233261312483,-0.9250619823367795,-0.5710598957138624,0.8661728819712761,0.39317964336596345
811,3,10,0.45443740232561997,0.4451285960725158,2,3,55,27,4,3,2,51.0,0.18465845124702496,-0.8974490164894412,0.9882688056694595,1.0061295084784634,-0.24650791209898038,-0.8845976415472409,1.0233978714290253,-0.12765332364412033
4573,3,10,0.45443740232561997,1.7419284560478825,7,3,26,20,20,3,0,70.0,-0.41081203424871054,-1.2412201865229358,-1.0118704488730614,1.1432669633766066,1.0467247547119443,-0.6938306998052455,1.8619311485370218,-0.6236283535923591
6137,0,0,0.45443740232561997,-0.3990995599328855,7,3,24,1,10,3,1,48.0,-0.5157827929098178,-0.20990667642245178,-1.0118704488730614,0.8689920535803201,0.6422736786066171,0.6736471796126222,0.2547423674133619,-0.6236283535923591
2388,2,11,0.45443740232561997,-1.0581289969695473,0,1,5,13,13,2,0,61.0,-1.3784515731792808,-1.5849913565564304,-1.0118704488730614,-0.2966763130538983,-0.8823847427893933,-1.7761025574108231,1.128214531067525,-0.6236283535923591
9648,2,8,-1.3290688862364683,-0.73515551355828,2,2,9,14,5,3,0,48.0,0.4575824237659037,-1.2412201865229358,-1.0118704488730614,-1.6680508620353316,-0.9958865459935434,1.538709153056522,-1.0030575482486328,-0.6236283535923591
6225,3,10,-1.3290688862364683,1.2308944633085357,9,3,45,32,20,3,2,39.0,1.6275292430251533,-0.8974490164894412,-1.0118704488730614,-0.15953885815575497,-0.8171756053888641,-0.14041769059331835,0.1324562645017792,-0.6236283535923591
111,2,11,-1.3290688862364683,-1.0965587532235463,4,2,58,25,7,2,2,45.0,0.05296786310854498,-0.8974490164894412,-1.0118704488730614,1.0061295084784634,-1.3778057242457278,-1.3284613178776261,1.0233978714290253,-0.6236283535923591
8909,0,2,1.3461905466066642,-0.5601774744443277,5,3,51,28,7,2,1,57.0,0.4652166607594388,0.8214068336780322,0.9882688056694595,0.5261484163349617,-1.1254625068561668,-1.2453549274157667,-0.3042798173253023,0.5366182442440711
1745,3,6,-1.3290688862364683,-0.5446420410650515,7,3,49,28,11,2,2,54.0,1.087406975732547,-1.5849913565564304,0.9882688056694595,0.04616732419146003,1.3270047177262747,1.2988338896779734,1.6522978292600228,0.5130913655259365
